pair_key,source_video,emotion,label_source,annotator,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
tiktok_playlist_nareski/g0B55mfL7uI_000247/g0B55mfL7uI_000247_t2_000684.jpg,g0B55mfL7uI_000247,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/g0B55mfL7uI_000247/g0B55mfL7uI_000247_t2_000798.jpg,g0B55mfL7uI_000247,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/g0B55mfL7uI_000247/g0B55mfL7uI_000247_t2_000722.jpg,g0B55mfL7uI_000247,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/g0B55mfL7uI_000247/g0B55mfL7uI_000247_t2_000760.jpg,g0B55mfL7uI_000247,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/g0B55mfL7uI_000247/g0B55mfL7uI_000247_t2_000893.jpg,g0B55mfL7uI_000247,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622187/dog_16622187_t0_000084.jpg,dog_16622187,angry,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622187/dog_16622187_t0_000168.jpg,dog_16622187,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622187/dog_16622187_t0_000072.jpg,dog_16622187,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622187/dog_16622187_t0_000024.jpg,dog_16622187,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622187/dog_16622187_t0_000060.jpg,dog_16622187,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/u892CkbvwKQ_000388/u892CkbvwKQ_000388_t5_000660.jpg,u892CkbvwKQ_000388,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/u892CkbvwKQ_000388/u892CkbvwKQ_000388_t5_000760.jpg,u892CkbvwKQ_000388,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/u892CkbvwKQ_000388/u892CkbvwKQ_000388_t5_000800.jpg,u892CkbvwKQ_000388,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/u892CkbvwKQ_000388/u892CkbvwKQ_000388_t5_000840.jpg,u892CkbvwKQ_000388,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/u892CkbvwKQ_000388/u892CkbvwKQ_000388_t5_000720.jpg,u892CkbvwKQ_000388,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10495793/dog_10495793_t0_000112.jpg,dog_10495793,fearful,auto_model,,0,,,,,0,0,0,0,1,0,0,,,,,,,,,0
DOGS/dog_10495793/dog_10495793_t0_000042.jpg,dog_10495793,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10495793/dog_10495793_t0_000077.jpg,dog_10495793,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10495793/dog_10495793_t0_000014.jpg,dog_10495793,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground/mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground_t0_000120.jpg,mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground/mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground_t0_000045.jpg,mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground/mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground_t0_000010.jpg,mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground/mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground_t0_000075.jpg,mixkit-50659__a-cute-border-collie-with-eye-patches-patiently-panting-on-the-ground,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/dogsoftiktok_7674105871319731487/dogsoftiktok_7674105871319731487_t0_000180.jpg,dogsoftiktok_7674105871319731487,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/dogsoftiktok_7674105871319731487/dogsoftiktok_7674105871319731487_t0_000205.jpg,dogsoftiktok_7674105871319731487,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/dogsoftiktok_7674105871319731487/dogsoftiktok_7674105871319731487_t0_000240.jpg,dogsoftiktok_7674105871319731487,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/dogsoftiktok_7674105871319731487/dogsoftiktok_7674105871319731487_t0_000155.jpg,dogsoftiktok_7674105871319731487,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_6nifIXTITSw/youtube_happy dog smiling_6nifIXTITSw_t0_000189.jpg,youtube_happy dog smiling_6nifIXTITSw,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_6nifIXTITSw/youtube_happy dog smiling_6nifIXTITSw_t0_000021.jpg,youtube_happy dog smiling_6nifIXTITSw,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_6nifIXTITSw/youtube_happy dog smiling_6nifIXTITSw_t0_000861.jpg,youtube_happy dog smiling_6nifIXTITSw,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_6nifIXTITSw/youtube_happy dog smiling_6nifIXTITSw_t0_000903.jpg,youtube_happy dog smiling_6nifIXTITSw,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/a9e3dde0fc89dc3439cbb66933dfcc8d/a9e3dde0fc89dc3439cbb66933dfcc8d_t0_000108.jpg,a9e3dde0fc89dc3439cbb66933dfcc8d,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/a9e3dde0fc89dc3439cbb66933dfcc8d/a9e3dde0fc89dc3439cbb66933dfcc8d_t0_000162.jpg,a9e3dde0fc89dc3439cbb66933dfcc8d,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/a9e3dde0fc89dc3439cbb66933dfcc8d/a9e3dde0fc89dc3439cbb66933dfcc8d_t0_000135.jpg,a9e3dde0fc89dc3439cbb66933dfcc8d,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/a9e3dde0fc89dc3439cbb66933dfcc8d/a9e3dde0fc89dc3439cbb66933dfcc8d_t0_000054.jpg,a9e3dde0fc89dc3439cbb66933dfcc8d,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/youtube_cute dog face closeup_T-NahJGDlgg/youtube_cute dog face closeup_T-NahJGDlgg_t0_000000.jpg,youtube_cute dog face closeup_T-NahJGDlgg,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/youtube_cute dog face closeup_T-NahJGDlgg/youtube_cute dog face closeup_T-NahJGDlgg_t0_000007.jpg,youtube_cute dog face closeup_T-NahJGDlgg,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/youtube_cute dog face closeup_T-NahJGDlgg/youtube_cute dog face closeup_T-NahJGDlgg_t0_000023.jpg,youtube_cute dog face closeup_T-NahJGDlgg,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/youtube_cute dog face closeup_T-NahJGDlgg/youtube_cute dog face closeup_T-NahJGDlgg_t0_000015.jpg,youtube_cute dog face closeup_T-NahJGDlgg,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000234/4KrSIYTdmWM_000234_t6_000836.jpg,4KrSIYTdmWM_000234,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000234/4KrSIYTdmWM_000234_t6_000798.jpg,4KrSIYTdmWM_000234,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000234/4KrSIYTdmWM_000234_t5_000684.jpg,4KrSIYTdmWM_000234,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000234/4KrSIYTdmWM_000234_t5_000741.jpg,4KrSIYTdmWM_000234,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002997/cLDrSXhhPO8_002997_t0_000384.jpg,cLDrSXhhPO8_002997,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002997/cLDrSXhhPO8_002997_t0_000240.jpg,cLDrSXhhPO8_002997,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002997/cLDrSXhhPO8_002997_t0_000192.jpg,cLDrSXhhPO8_002997,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002997/cLDrSXhhPO8_002997_t0_000352.jpg,cLDrSXhhPO8_002997,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/fIUKENwSnEw_000015/fIUKENwSnEw_000015_t0_000042.jpg,fIUKENwSnEw_000015,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/fIUKENwSnEw_000015/fIUKENwSnEw_000015_t0_000072.jpg,fIUKENwSnEw_000015,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/fIUKENwSnEw_000015/fIUKENwSnEw_000015_t0_000102.jpg,fIUKENwSnEw_000015,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/fIUKENwSnEw_000015/fIUKENwSnEw_000015_t0_000000.jpg,fIUKENwSnEw_000015,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000204/4KrSIYTdmWM_000204_t3_000627.jpg,4KrSIYTdmWM_000204,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000204/4KrSIYTdmWM_000204_t3_000722.jpg,4KrSIYTdmWM_000204,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000204/4KrSIYTdmWM_000204_t3_000817.jpg,4KrSIYTdmWM_000204,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000204/4KrSIYTdmWM_000204_t3_000684.jpg,4KrSIYTdmWM_000204,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/iawKNAvM0VM_001607/iawKNAvM0VM_001607_t0_000360.jpg,iawKNAvM0VM_001607,relaxed,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/iawKNAvM0VM_001607/iawKNAvM0VM_001607_t0_000500.jpg,iawKNAvM0VM_001607,relaxed,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/iawKNAvM0VM_001607/iawKNAvM0VM_001607_t0_000060.jpg,iawKNAvM0VM_001607,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/iawKNAvM0VM_001607/iawKNAvM0VM_001607_t0_000300.jpg,iawKNAvM0VM_001607,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002619/cLDrSXhhPO8_002619_t0_000030.jpg,cLDrSXhhPO8_002619,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002619/cLDrSXhhPO8_002619_t0_000072.jpg,cLDrSXhhPO8_002619,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002619/cLDrSXhhPO8_002619_t0_000000.jpg,cLDrSXhhPO8_002619,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/cLDrSXhhPO8_002619/cLDrSXhhPO8_002619_t0_000126.jpg,cLDrSXhhPO8_002619,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-14578__dog-tied-to-a-log-in-nature/mixkit-14578__dog-tied-to-a-log-in-nature_t0_000688.jpg,mixkit-14578__dog-tied-to-a-log-in-nature,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-14578__dog-tied-to-a-log-in-nature/mixkit-14578__dog-tied-to-a-log-in-nature_t0_000720.jpg,mixkit-14578__dog-tied-to-a-log-in-nature,relaxed,auto_model,,0,,,,,0,0,0,0,0,1,0,,,,,,,,,0
DOGS/mixkit-14578__dog-tied-to-a-log-in-nature/mixkit-14578__dog-tied-to-a-log-in-nature_t0_000752.jpg,mixkit-14578__dog-tied-to-a-log-in-nature,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-14578__dog-tied-to-a-log-in-nature/mixkit-14578__dog-tied-to-a-log-in-nature_t0_000464.jpg,mixkit-14578__dog-tied-to-a-log-in-nature,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
neutral/собаки_7614574065373793566/собаки_7614574065373793566_t0_000021.jpg,собаки_7614574065373793566,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/собаки_7614574065373793566/собаки_7614574065373793566_t0_000056.jpg,собаки_7614574065373793566,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/собаки_7614574065373793566/собаки_7614574065373793566_t0_000112.jpg,собаки_7614574065373793566,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/собаки_7614574065373793566/собаки_7614574065373793566_t0_000140.jpg,собаки_7614574065373793566,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/5zCvEu2S10E_000573/5zCvEu2S10E_000573_t0_000000.jpg,5zCvEu2S10E_000573,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/5zCvEu2S10E_000573/5zCvEu2S10E_000573_t0_000068.jpg,5zCvEu2S10E_000573,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/5zCvEu2S10E_000573/5zCvEu2S10E_000573_t0_000136.jpg,5zCvEu2S10E_000573,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/5zCvEu2S10E_000573/5zCvEu2S10E_000573_t0_000051.jpg,5zCvEu2S10E_000573,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/_3Fam0DwCYY_000090/_3Fam0DwCYY_000090_t0_000084.jpg,_3Fam0DwCYY_000090,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/_3Fam0DwCYY_000090/_3Fam0DwCYY_000090_t0_000108.jpg,_3Fam0DwCYY_000090,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/_3Fam0DwCYY_000090/_3Fam0DwCYY_000090_t0_000132.jpg,_3Fam0DwCYY_000090,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/_3Fam0DwCYY_000090/_3Fam0DwCYY_000090_t0_000156.jpg,_3Fam0DwCYY_000090,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-21029__dalmatian-holding-a-stick/mixkit-21029__dalmatian-holding-a-stick_t0_000056.jpg,mixkit-21029__dalmatian-holding-a-stick,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-21029__dalmatian-holding-a-stick/mixkit-21029__dalmatian-holding-a-stick_t0_000025.jpg,mixkit-21029__dalmatian-holding-a-stick,happy,human_verified,masha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-21029__dalmatian-holding-a-stick/mixkit-21029__dalmatian-holding-a-stick_t0_000000.jpg,mixkit-21029__dalmatian-holding-a-stick,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-8432__doog-catching-food/mixkit-8432__doog-catching-food_t0_000075.jpg,mixkit-8432__doog-catching-food,neutral,human_verified,masha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-8432__doog-catching-food/mixkit-8432__doog-catching-food_t0_000000.jpg,mixkit-8432__doog-catching-food,neutral,human_verified,masha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-8432__doog-catching-food/mixkit-8432__doog-catching-food_t0_000072.jpg,mixkit-8432__doog-catching-food,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogexpressions_7608962600314998030/dogexpressions_7608962600314998030_t0_000078.jpg,dogexpressions_7608962600314998030,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogexpressions_7608962600314998030/dogexpressions_7608962600314998030_t0_000132.jpg,dogexpressions_7608962600314998030,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogexpressions_7608962600314998030/dogexpressions_7608962600314998030_t0_000174.jpg,dogexpressions_7608962600314998030,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10363702/dog_10363702_t0_000063.jpg,dog_10363702,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10363702/dog_10363702_t0_000105.jpg,dog_10363702,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10363702/dog_10363702_t0_000028.jpg,dog_10363702,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12363946/dog_12363946_t1_000629.jpg,dog_12363946,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12363946/dog_12363946_t1_000697.jpg,dog_12363946,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12363946/dog_12363946_t1_000816.jpg,dog_12363946,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605529/dog_35605529_t0_000216.jpg,dog_35605529,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605529/dog_35605529_t0_000264.jpg,dog_35605529,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605529/dog_35605529_t0_000240.jpg,dog_35605529,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_6131730/dog_6131730_t0_000324.jpg,dog_6131730,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_6131730/dog_6131730_t0_000387.jpg,dog_6131730,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_6131730/dog_6131730_t0_000414.jpg,dog_6131730,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_7682705/dog_7682705_t0_000125.jpg,dog_7682705,sad,human_verified,masha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7682705/dog_7682705_t0_000216.jpg,dog_7682705,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_7682705/dog_7682705_t0_000006.jpg,dog_7682705,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-49161__woman-hugging-and-cuddling-her-husky-dog/mixkit-49161__woman-hugging-and-cuddling-her-husky-dog_t1_000085.jpg,mixkit-49161__woman-hugging-and-cuddling-her-husky-dog,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-49161__woman-hugging-and-cuddling-her-husky-dog/mixkit-49161__woman-hugging-and-cuddling-her-husky-dog_t1_000145.jpg,mixkit-49161__woman-hugging-and-cuddling-her-husky-dog,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-49161__woman-hugging-and-cuddling-her-husky-dog/mixkit-49161__woman-hugging-and-cuddling-her-husky-dog_t1_000125.jpg,mixkit-49161__woman-hugging-and-cuddling-her-husky-dog,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/segment_long_16496654_19/segment_long_16496654_19_t0_000272.jpg,segment_long_16496654_19,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/segment_long_16496654_19/segment_long_16496654_19_t0_000296.jpg,segment_long_16496654_19,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/segment_long_16496654_19/segment_long_16496654_19_t0_000276.jpg,segment_long_16496654_19,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33165__young-woman-smiles-at-her-pet/mixkit-33165__young-woman-smiles-at-her-pet_t0_000492.jpg,mixkit-33165__young-woman-smiles-at-her-pet,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33165__young-woman-smiles-at-her-pet/mixkit-33165__young-woman-smiles-at-her-pet_t0_000516.jpg,mixkit-33165__young-woman-smiles-at-her-pet,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33165__young-woman-smiles-at-her-pet/mixkit-33165__young-woman-smiles-at-her-pet_t0_000540.jpg,mixkit-33165__young-woman-smiles-at-her-pet,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10936485/dog_10936485_t4_000232.jpg,dog_10936485,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10936485/dog_10936485_t4_000180.jpg,dog_10936485,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_10936485/dog_10936485_t4_000246.jpg,dog_10936485,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sad/собаки_7627451339160767751/собаки_7627451339160767751_t0_000000.jpg,собаки_7627451339160767751,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sad/собаки_7627451339160767751/собаки_7627451339160767751_t0_000072.jpg,собаки_7627451339160767751,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
sad/собаки_7627451339160767751/собаки_7627451339160767751_t0_000132.jpg,собаки_7627451339160767751,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/dogsadeyes_7641023296766545165/dogsadeyes_7641023296766545165_t0_000132.jpg,dogsadeyes_7641023296766545165,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
relaxed/dogsadeyes_7641023296766545165/dogsadeyes_7641023296766545165_t0_000048.jpg,dogsadeyes_7641023296766545165,neutral,auto_model,,0,,,,,0,0,0,1,1,0,0,,,,,,,,,0
relaxed/dogsadeyes_7641023296766545165/dogsadeyes_7641023296766545165_t0_000084.jpg,dogsadeyes_7641023296766545165,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
stock/magnific-479060/magnific-479060_t0_000015.jpg,magnific-479060,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
stock/magnific-479060/magnific-479060_t0_000120.jpg,magnific-479060,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
stock/magnific-479060/magnific-479060_t0_000155.jpg,magnific-479060,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/ba9c44b17b706300402db39a446045e6/ba9c44b17b706300402db39a446045e6_t0_000000.jpg,ba9c44b17b706300402db39a446045e6,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/ba9c44b17b706300402db39a446045e6/ba9c44b17b706300402db39a446045e6_t0_000320.jpg,ba9c44b17b706300402db39a446045e6,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
sobaki_local/ba9c44b17b706300402db39a446045e6/ba9c44b17b706300402db39a446045e6_t0_000290.jpg,ba9c44b17b706300402db39a446045e6,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/403iWGKR35E_000112/403iWGKR35E_000112_t0_000000.jpg,403iWGKR35E_000112,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/403iWGKR35E_000112/403iWGKR35E_000112_t0_000078.jpg,403iWGKR35E_000112,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/403iWGKR35E_000112/403iWGKR35E_000112_t0_000048.jpg,403iWGKR35E_000112,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
tiktok_playlist_nareski/LrM6nuCVIhM_000098/LrM6nuCVIhM_000098_t0_000126.jpg,LrM6nuCVIhM_000098,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
