pair_key,annotator,breed,emotion,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,kp4_x,kp4_y,kp4_v,kp5_x,kp5_y,kp5_v,kp6_x,kp6_y,kp6_v,kp7_x,kp7_y,kp7_v,kp8_x,kp8_y,kp8_v,kp9_x,kp9_y,kp9_v,kp10_x,kp10_y,kp10_v,kp11_x,kp11_y,kp11_v,kp12_x,kp12_y,kp12_v,kp13_x,kp13_y,kp13_v,kp14_x,kp14_y,kp14_v,kp15_x,kp15_y,kp15_v,kp16_x,kp16_y,kp16_v,kp17_x,kp17_y,kp17_v,kp18_x,kp18_y,kp18_v,kp19_x,kp19_y,kp19_v,kp20_x,kp20_y,kp20_v,kp21_x,kp21_y,kp21_v,kp22_x,kp22_y,kp22_v,kp23_x,kp23_y,kp23_v,kp24_x,kp24_y,kp24_v,kp25_x,kp25_y,kp25_v,kp26_x,kp26_y,kp26_v,kp27_x,kp27_y,kp27_v,kp28_x,kp28_y,kp28_v,kp29_x,kp29_y,kp29_v,kp30_x,kp30_y,kp30_v,kp31_x,kp31_y,kp31_v,kp32_x,kp32_y,kp32_v,kp33_x,kp33_y,kp33_v,kp34_x,kp34_y,kp34_v,kp35_x,kp35_y,kp35_v,kp36_x,kp36_y,kp36_v,kp37_x,kp37_y,kp37_v,kp38_x,kp38_y,kp38_v,kp39_x,kp39_y,kp39_v,kp40_x,kp40_y,kp40_v,kp41_x,kp41_y,kp41_v,kp42_x,kp42_y,kp42_v,kp43_x,kp43_y,kp43_v,kp44_x,kp44_y,kp44_v,kp45_x,kp45_y,kp45_v,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/coverr-cymU5AKro0__girl-touches-a-dog-s-nose/coverr-cymU5AKro0__girl-touches-a-dog-s-nose_t0_000240.jpg,danek,Australian terrier,neutral,-0.10118,-0.177972,0.5624,0.079269,-0.210608,0.7034,-0.124816,-0.124749,0.3491,0.120773,-0.178667,0.7507,-0.122966,-0.080079,0.4932,0.169086,-0.147347,0.8599,-0.188681,-0.089335,0.2253,0.225374,-0.122722,0.9451,-0.145915,-0.082645,0.376,0.234226,-0.197063,0.7596,-0.155508,-0.142043,0.2595,0.187675,-0.262171,0.4754,-0.117655,-0.178045,0.2778,0.091233,-0.244732,0.6877,-0.054183,-0.118226,0.5295,-0.014201,-0.121479,0.5808,-0.063713,-0.044703,0.9272,0.024977,-0.056968,0.9413,-0.093137,-0.054622,0.9341,0.066132,-0.077592,1.0017,-0.078181,-0.061545,0.9819,0.038494,-0.083307,0.9864,-0.078914,-0.038028,0.9956,0.053903,-0.054058,0.9262,-0.024437,0.023397,0.8736,-0.031423,0.101582,0.9697,-0.05282,0.109295,0.9065,-0.002037,0.097486,0.9494,-0.049457,0.030995,0.86,0.003787,0.024403,0.7843,-0.067767,-0.006548,0.8428,0.062098,-0.022653,0.8883,-0.025686,0.126877,0.9549,-0.047261,0.131697,0.91,0.003222,0.119569,0.9042,-0.02081,0.139068,0.9493,-0.059595,0.117921,0.8082,0.032674,0.099293,0.7108,-0.019567,0.141025,0.971,-0.065771,0.097352,0.7433,0.077309,0.075727,0.6079,-0.018412,0.143112,0.9485,-0.017764,0.144522,0.9112,-0.045636,0.141222,0.9462,0.032922,0.131206,0.7902,-0.018872,0.142172,0.9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top/coverr-gnHRh4j0F7__golden-retriever-on-a-mountain-top_t1_000504.jpg,danek,golden retriever,neutral,-0.076554,-0.222923,0.6074,0.042693,-0.190183,0.6475,-0.115424,-0.161037,0.5764,0.044382,-0.133262,0.4797,-0.162417,-0.104379,0.5491,0.040473,-0.093703,0.373,-0.216862,-0.035836,0.5007,0.018901,-0.041488,0.5045,-0.257352,-0.14895,0.6065,0.068326,-0.094797,0.5432,-0.270938,-0.242743,0.4107,0.070173,-0.152955,0.4918,-0.095573,-0.255747,0.4888,0.052478,-0.205715,0.524,0.010003,-0.097563,0.5628,0.029526,-0.089866,0.5014,-0.037604,-0.058287,0.7026,0.026821,-0.036458,0.4761,-0.070682,-0.082707,0.7104,0.048153,-0.031939,0.3702,-0.04567,-0.084864,0.6138,0.038793,-0.04313,0.3938,-0.059433,-0.059275,0.717,0.040664,-0.026384,0.4281,0.02373,0.018515,0.6397,0.061126,0.086024,0.7549,0.028502,0.084501,0.7363,0.086728,0.097203,0.7655,-0.000186,0.02158,0.699,0.042219,0.023799,0.6242,-0.071458,-0.025373,0.6712,0.049655,0.000352,0.4586,0.059479,0.116073,0.7923,0.024953,0.109035,0.8145,0.084609,0.123462,0.7166,0.050472,0.138918,0.8574,-0.023333,0.09879,0.5667,0.092227,0.122021,0.5955,0.045734,0.146544,0.7692,-0.09521,0.082038,0.3624,0.090148,0.109051,0.5393,0.042038,0.153004,0.6738,0.040102,0.15644,0.6276,-0.037859,0.14921,0.6206,0.060731,0.148659,0.7166,0.044079,0.149854,0.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-i6tGa7esVJ__adorable-corgi-puppy-s-mystic-quest/coverr-i6tGa7esVJ__adorable-corgi-puppy-s-mystic-quest_t0_000000.jpg,danek,Pembroke,neutral,-0.083328,-0.138039,0.9559,0.04779,-0.146046,0.9848,-0.119534,-0.170494,0.9058,0.079244,-0.183081,0.978,-0.154619,-0.197372,0.9714,0.112511,-0.213161,0.99,-0.208189,-0.208523,0.9966,0.164507,-0.229861,0.9912,-0.211803,-0.141681,0.9456,0.173913,-0.16842,0.9748,-0.198854,-0.077937,0.9373,0.16751,-0.102232,0.9662,-0.166748,-0.010799,0.8999,0.146817,-0.035293,0.8206,-0.025015,-0.062225,0.651,0.01539,-0.065178,0.6541,-0.043333,0.016898,0.9965,0.048748,0.009614,0.9785,-0.088775,0.014611,1.0055,0.087811,0.001053,0.9715,-0.06626,-0.006565,0.9611,0.065074,-0.016639,0.9768,-0.067679,0.036939,0.9814,0.073535,0.025418,0.9732,0.005379,0.030533,0.9388,0.009321,0.063801,0.9792,-0.016094,0.071469,0.9618,0.035053,0.06664,0.9485,-0.018102,0.037903,0.9371,0.029747,0.033566,0.9464,-0.067447,0.067532,0.957,0.078289,0.054878,0.9659,0.012146,0.089402,1.005,-0.016777,0.091847,0.9355,0.039668,0.086777,0.953,0.01447,0.116362,0.9986,-0.040704,0.099144,0.8691,0.061735,0.089059,0.9223,0.015574,0.130063,1.0044,-0.062925,0.110901,0.9075,0.080524,0.096581,0.9518,0.01696,0.146988,0.9841,0.017633,0.155993,0.9519,-0.029212,0.139895,0.9768,0.056559,0.129072,0.9034,0.016309,0.138367,1.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000024.jpg,danek,golden retriever,relaxed,-0.18482,-0.132417,0.8318,0.102613,-0.135823,0.7896,-0.229901,-0.083218,0.7679,0.129824,-0.077653,0.885,-0.248956,-0.023125,0.6491,0.142079,-0.006891,0.8994,-0.295715,0.03072,0.6276,0.172063,0.069387,0.9592,-0.334523,-0.031862,0.7936,0.18642,-0.01633,0.8934,-0.299895,-0.107032,0.6668,0.169545,-0.095199,0.8141,-0.204507,-0.141713,0.6447,0.113687,-0.146274,0.8043,-0.026545,-0.115463,0.7527,0.028222,-0.111639,0.7622,-0.066246,-0.042126,1.0042,0.05798,-0.041019,1.0044,-0.121787,-0.048622,0.9766,0.091969,-0.043961,0.9946,-0.090955,-0.065786,0.9646,0.075873,-0.061255,1.0122,-0.096171,-0.029516,0.964,0.076349,-0.027267,0.9659,0.017876,-0.02925,0.9224,0.038897,0.004342,0.9339,0.002672,0.012369,0.943,0.067123,0.012078,0.9557,-0.012012,-0.02278,0.9475,0.046544,-0.023814,0.9604,-0.097034,0.006994,0.9629,0.082419,0.006842,0.9753,0.043228,0.038844,0.9941,-0.000583,0.038455,0.964,0.074484,0.040572,0.9598,0.038491,0.076974,1.0122,-0.044836,0.052444,0.7952,0.092087,0.055631,0.904,0.034485,0.09996,0.9661,-0.130733,0.073744,0.8961,0.105988,0.079726,0.9277,0.021128,0.182343,0.998,0.019076,0.199043,0.959,-0.041641,0.110614,0.8782,0.077285,0.112501,0.9814,0.023248,0.156241,0.8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000096.jpg,danek,kuvasz,happy,-0.053563,-0.221847,0.7867,0.020255,-0.200316,0.6217,-0.101038,-0.171496,0.9093,0.03227,-0.156668,0.7659,-0.139006,-0.120016,0.9246,0.035663,-0.109894,0.887,-0.193794,-0.08646,0.8698,0.055314,-0.046524,0.8004,-0.19992,-0.154557,0.7986,0.06179,-0.108254,0.9184,-0.169575,-0.232853,0.6057,0.063535,-0.162463,0.8774,-0.067282,-0.250949,0.7615,0.036445,-0.211121,0.4663,-7.5e-05,-0.057545,0.3545,0.01954,-0.056388,0.4218,-0.031415,-0.021382,0.9249,0.033038,-0.022194,0.7046,-0.07348,-0.039977,0.8665,0.050589,-0.025817,0.5958,-0.046192,-0.044643,0.8775,0.041003,-0.030765,0.6032,-0.056347,-0.02064,0.8602,0.04017,-0.018601,0.681,0.022057,0.03736,0.7397,0.062179,0.102918,0.8722,0.036359,0.106965,0.9022,0.07996,0.107391,0.8184,0.00014,0.042955,0.735,0.041809,0.040389,0.8151,-0.062576,0.010886,0.7414,0.040299,0.008821,0.7012,0.061518,0.132895,0.8931,0.032209,0.133875,0.9265,0.078795,0.131285,0.8058,0.054201,0.155805,0.8719,-0.007637,0.126723,0.6399,0.084404,0.123638,0.5928,0.050923,0.1606,0.8882,-0.144904,0.068623,0.8167,0.080747,0.090394,0.6663,0.049162,0.164552,0.8487,0.048127,0.167115,0.8068,-0.007406,0.159509,0.7075,0.067987,0.15691,0.6679,0.050249,0.162494,0.8572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000168.jpg,danek,golden retriever,neutral,-0.124066,-0.185905,0.8408,0.08252,-0.162913,0.7708,-0.160076,-0.144863,0.8504,0.114185,-0.137902,0.8947,-0.185936,-0.098025,0.9021,0.138813,-0.097102,0.9788,-0.229527,-0.05053,0.931,0.166487,-0.048584,0.9757,-0.266719,-0.105764,0.9117,0.166422,-0.124576,0.7142,-0.262047,-0.179831,0.7271,0.142295,-0.192187,0.6686,-0.13582,-0.20975,0.6221,0.082318,-0.180202,0.712,-0.026017,-0.09333,0.7974,0.023394,-0.093903,0.7944,-0.047761,-0.022525,0.986,0.05955,-0.031491,0.95,-0.097208,-0.030645,0.9541,0.085715,-0.047415,0.98,-0.070588,-0.043961,0.9537,0.070021,-0.048669,0.9863,-0.075668,-0.01053,0.9168,0.076207,-0.029609,0.9407,0.011793,0.014091,0.9387,0.024011,0.071971,0.9596,-0.007428,0.082304,0.9495,0.053836,0.073898,1.0162,-0.017477,0.024606,0.9812,0.040836,0.016488,0.9595,-0.071824,0.027756,0.926,0.076735,0.008234,0.9555,0.028309,0.104486,0.97,-0.005784,0.109825,0.9409,0.058996,0.102006,1.0546,0.030122,0.130948,1.015,-0.035841,0.106254,0.9173,0.071938,0.094856,0.9162,0.030174,0.138476,1.0204,-0.077711,0.098976,0.9156,0.082095,0.083313,0.9108,0.024517,0.15889,0.9522,0.02425,0.167634,0.8856,-0.020726,0.142105,0.8459,0.061902,0.127508,0.9225,0.026748,0.148004,0.8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-l2PuW4L0jF__cute-dog/coverr-l2PuW4L0jF__cute-dog_t0_000118.jpg,danek,Border collie,relaxed,-0.098148,-0.115064,0.9581,0.087642,-0.133994,0.949,-0.141579,-0.144698,0.8338,0.116357,-0.190814,0.8669,-0.205503,-0.115159,0.8851,0.191234,-0.200148,0.878,-0.237678,-0.057381,1.0036,0.2601,-0.162006,0.928,-0.207913,-0.050816,0.8528,0.224561,-0.138289,0.9155,-0.176413,-0.048751,0.896,0.184434,-0.116253,0.8926,-0.145537,-0.033255,0.859,0.164373,-0.077042,0.7397,-0.029653,-0.077482,0.8634,0.017902,-0.081267,0.8245,-0.060643,-0.013121,0.9864,0.063976,-0.027032,0.9769,-0.099276,-0.01239,0.9576,0.10577,-0.036898,0.9463,-0.081115,-0.028454,0.9646,0.081242,-0.049309,0.9672,-0.080371,0.000958,0.9665,0.088765,-0.018055,1.0016,-0.00394,0.003697,0.9478,-0.007048,0.040608,1.0236,-0.038449,0.048496,0.9513,0.02741,0.046531,0.9884,-0.033171,0.010347,0.9722,0.026987,0.008158,0.9615,-0.078927,0.034976,0.9774,0.090646,0.015456,0.9479,-0.006068,0.076083,0.9806,-0.044611,0.078704,0.9605,0.036354,0.073821,0.9691,-0.002574,0.113838,1.0386,-0.066477,0.094106,0.8935,0.072744,0.085272,0.8737,-0.001516,0.136277,0.8968,-0.083977,0.114048,0.8055,0.111675,0.104958,0.7877,-0.000955,0.150632,1.0293,-0.000466,0.159032,0.9681,-0.057829,0.150967,0.9402,0.074212,0.146988,0.9089,-0.001263,0.144156,0.9749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-l2PuW4L0jF__cute-dog/coverr-l2PuW4L0jF__cute-dog_t0_000295.jpg,danek,Border collie,relaxed,-0.095773,-0.134956,0.9826,0.044023,-0.124777,0.9045,-0.143523,-0.178359,0.8197,0.080665,-0.179869,0.7672,-0.219606,-0.172037,0.896,0.156566,-0.184183,0.8849,-0.285622,-0.128179,0.9599,0.217743,-0.145438,0.9751,-0.250937,-0.104147,0.897,0.175688,-0.126713,0.9237,-0.219196,-0.065451,0.7165,0.1329,-0.104719,0.7628,-0.175073,-0.02624,0.7289,0.119115,-0.043583,0.8346,-0.020604,-0.075548,0.8627,0.023532,-0.073856,0.8764,-0.052849,-0.019157,0.966,0.059865,-0.012627,0.986,-0.098061,-0.024514,0.9866,0.093649,-0.017877,0.9579,-0.073443,-0.040147,0.9829,0.075805,-0.031967,0.9945,-0.07777,-0.00683,0.9597,0.079121,-0.000558,1.0067,0.015272,0.009228,0.9364,0.026552,0.047303,0.994,-0.006621,0.052104,0.9866,0.056693,0.056096,0.9691,-0.013079,0.013756,0.9483,0.042823,0.015616,0.9502,-0.079551,0.026692,0.9261,0.079525,0.030582,0.9467,0.028847,0.080661,0.9645,-0.011648,0.07935,0.9321,0.064814,0.083916,0.9764,0.025317,0.115439,1.0084,-0.049236,0.087684,0.8351,0.081103,0.096562,0.9245,0.022042,0.135574,0.8757,-0.095844,0.109654,0.8244,0.09388,0.111791,0.9069,0.02061,0.148272,0.9903,0.019651,0.155679,0.9381,-0.045506,0.14089,1.0133,0.070468,0.151957,0.96,0.021113,0.142622,0.9629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-l2PuW4L0jF__cute-dog/coverr-l2PuW4L0jF__cute-dog_t0_000649.jpg,danek,Border collie,sad,-0.087375,-0.137579,0.9561,0.040767,-0.127122,0.9723,-0.13206,-0.181989,0.8404,0.072278,-0.184894,0.7441,-0.205428,-0.180936,0.8695,0.150178,-0.192328,0.8287,-0.277995,-0.143218,0.9806,0.217883,-0.15438,0.9795,-0.245027,-0.11058,0.8627,0.173596,-0.13529,0.8999,-0.218454,-0.067577,0.7669,0.135234,-0.109491,0.7451,-0.171223,-0.029345,0.804,0.118476,-0.042055,0.6215,-0.018463,-0.075897,0.829,0.025781,-0.073323,0.8485,-0.049919,-0.019512,0.9799,0.060214,-0.013026,1.0477,-0.094361,-0.025469,0.9812,0.093414,-0.018238,0.9308,-0.069861,-0.041037,0.976,0.076209,-0.032192,0.9932,-0.074924,-0.007551,0.9691,0.078706,-0.001062,1.0136,0.016521,0.010828,0.9399,0.027869,0.051132,0.9971,-0.004805,0.055283,0.9944,0.057368,0.059693,0.942,-0.011511,0.015957,0.9218,0.044229,0.016741,0.9543,-0.077033,0.026399,0.9645,0.079749,0.02987,0.949,0.029721,0.083923,0.977,-0.010431,0.082387,0.9672,0.064131,0.087,0.9526,0.025521,0.118396,0.9639,-0.04665,0.089524,0.8152,0.080461,0.097936,0.9175,0.021942,0.138,0.9196,-0.092954,0.10934,0.9396,0.093466,0.108326,0.8809,0.020955,0.149429,0.9917,0.02018,0.156486,0.9719,-0.043565,0.141164,0.977,0.069961,0.15033,1.015,0.021212,0.144163,0.9737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-rKa8aH0jFk__two-dogs-playing-together/coverr-rKa8aH0jFk__two-dogs-playing-together_t2_000050.jpg,danek,Border collie,relaxed,-0.106356,-0.106821,0.5964,0.068821,-0.168375,0.6068,-0.173087,-0.12855,0.7175,0.161911,-0.181727,0.4426,-0.232443,-0.149305,0.9056,0.2203,-0.060379,0.6176,-0.296968,-0.108142,0.9416,0.278969,-0.022332,0.7934,-0.258644,-0.043389,0.6444,0.290053,-0.080142,0.6041,-0.213596,0.002059,0.5525,0.232683,-0.152911,0.3513,-0.167813,0.032739,0.7629,0.096025,-0.189806,0.1786,-0.024545,-0.105703,0.6024,0.030398,-0.111856,0.665,-0.06465,-0.015051,0.833,0.08609,-0.042743,0.845,-0.103828,-0.013428,0.7005,0.136574,-0.04328,0.8064,-0.085916,-0.028033,0.8108,0.110601,-0.056356,0.8419,-0.083999,-0.001231,0.7638,0.113249,-0.031743,0.8637,0.005436,-0.021924,0.8658,0.002588,0.018703,0.9492,-0.025895,0.031929,0.9472,0.034189,0.01997,0.9504,-0.025361,-0.010991,0.924,0.037221,-0.020865,0.9191,-0.0836,0.035149,0.7146,0.112791,0.001226,0.7799,0.006252,0.052632,0.9714,-0.025769,0.060468,0.9734,0.039021,0.047995,0.9876,0.010862,0.087198,0.943,-0.050509,0.072941,0.7747,0.076113,0.043861,0.8126,0.015438,0.110478,0.8829,-0.066677,0.094376,0.8416,0.117949,0.067371,0.7825,0.017322,0.124224,0.8489,0.018475,0.131621,0.7395,-0.02472,0.125601,0.9083,0.065443,0.093048,0.7624,0.016473,0.118302,0.8796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-xVN2kcB8Mf__cuddling-a-black-dog/coverr-xVN2kcB8Mf__cuddling-a-black-dog_t0_000024.jpg,danek,Staffordshire bullterrier,sad,-0.125787,-0.138455,0.9624,0.069165,-0.124095,0.942,-0.156014,-0.174865,0.7391,0.117294,-0.084614,0.7532,-0.195471,-0.148185,0.6106,0.128794,-0.012397,0.7868,-0.190904,-0.218391,0.6218,0.18185,0.035911,0.9856,-0.286573,-0.087687,0.59,0.209701,-0.019214,0.924,-0.27825,-0.029028,0.8382,0.170703,-0.067204,0.6657,-0.229089,0.004592,0.9677,0.117052,-0.008931,0.4972,-0.047849,-0.101264,0.8062,-0.001999,-0.106782,0.8745,-0.087851,-0.02928,0.9839,0.050847,-0.041862,0.9336,-0.139041,-0.024418,1.0242,0.083706,-0.044815,1.018,-0.115039,-0.047306,0.9495,0.066582,-0.05939,0.9876,-0.11241,-0.012622,0.9257,0.069496,-0.031199,0.9659,0.009188,-0.034293,0.932,0.034975,-0.011879,0.9493,-0.001663,0.002282,0.953,0.063862,-0.006351,0.9305,-0.017166,-0.023025,0.8952,0.036175,-0.033192,0.8477,-0.108356,0.021923,0.9208,0.080561,-0.006302,0.9291,0.042052,0.022416,0.9722,-0.003216,0.028934,0.9721,0.07599,0.020684,0.8914,0.042236,0.060516,0.9438,-0.041116,0.051266,0.7856,0.091046,0.043621,0.7361,0.04205,0.088068,0.977,-0.122973,0.124674,0.8292,0.110307,0.072246,0.8789,0.053823,0.225562,0.9794,0.054588,0.233114,0.918,-0.039908,0.123048,0.8575,0.088369,0.11089,0.9791,0.05371,0.220027,1.0128,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
DOGS/coverr-xVN2kcB8Mf__cuddling-a-black-dog/coverr-xVN2kcB8Mf__cuddling-a-black-dog_t0_000096.jpg,danek,Labrador retriever,neutral,-0.177864,-0.169421,0.9563,0.054861,-0.15701,0.7123,-0.199699,-0.168265,0.5466,0.115729,-0.109399,0.6381,-0.245387,-0.130781,0.312,0.115068,-0.042154,0.7586,-0.276884,-0.075428,0.4475,0.162609,0.003612,0.9357,-0.292627,-0.137875,0.5228,0.19247,-0.054336,0.9528,-0.270344,-0.133397,0.8018,0.164992,-0.130618,0.8804,-0.228282,-0.111183,0.8764,0.101401,-0.081139,0.6899,-0.043091,-0.127614,0.8256,0.00414,-0.128333,0.7613,-0.078339,-0.048048,0.9545,0.04873,-0.042374,0.9603,-0.120069,-0.052804,0.8824,0.078314,-0.045486,0.9863,-0.098075,-0.060937,0.9158,0.062862,-0.053884,0.98,-0.099235,-0.041741,0.9018,0.065318,-0.035013,0.9739,0.010119,-0.004758,0.9105,0.034474,0.05131,0.9527,0.001344,0.059817,0.9219,0.063784,0.055036,0.9732,-0.021375,0.003895,0.9373,0.039933,-0.000279,0.9195,-0.09666,-0.006286,0.8292,0.067407,-0.001559,0.9499,0.040008,0.087951,0.9446,0.000835,0.089585,0.9771,0.071494,0.085849,1.0069,0.037087,0.124624,0.8984,-0.038104,0.087507,0.7842,0.083413,0.08789,0.9321,0.035317,0.138635,0.9711,-0.126449,0.108612,0.8299,0.092756,0.078479,0.8016,0.03374,0.153184,0.9281,0.033978,0.159017,0.8857,-0.02879,0.141116,0.6746,0.071277,0.136148,0.922,0.034109,0.144809,0.9565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-xVN2kcB8Mf__cuddling-a-black-dog/coverr-xVN2kcB8Mf__cuddling-a-black-dog_t0_000192.jpg,danek,Staffordshire bullterrier,happy,-0.015821,-0.206465,0.7132,0.01175,-0.218475,0.7506,-0.041966,-0.198324,0.4863,0.036031,-0.226887,0.5416,-0.049774,-0.157576,0.9579,0.053931,-0.188553,0.9134,-0.070074,-0.115624,0.935,0.113313,-0.155256,0.7461,-0.122027,-0.127651,0.7997,0.133812,-0.226238,0.7675,-0.125563,-0.161627,0.7559,0.136948,-0.28347,0.6556,-0.038225,-0.175063,0.2319,0.106747,-0.199368,0.1854,-0.032365,-0.070313,0.5854,-0.009564,-0.090408,0.6348,-0.016917,-0.025579,0.7938,0.029785,-0.060868,0.9129,-0.034763,-0.020465,0.8842,0.055998,-0.086336,0.9114,-0.029853,-0.031543,0.9199,0.034529,-0.084389,0.964,-0.022611,-0.015632,0.9074,0.048143,-0.06302,0.9403,-0.015379,0.046013,0.6617,-0.025874,0.121794,0.9368,-0.041554,0.13176,0.9323,-0.002853,0.116385,0.9317,-0.032712,0.059413,0.6669,0.009571,0.037997,0.6334,-0.022745,0.015463,0.7574,0.061508,-0.035322,0.8265,-0.018973,0.145209,0.9051,-0.034907,0.152646,0.9327,0.002205,0.13531,0.9696,-0.009355,0.158443,0.9883,-0.04092,0.149317,0.7737,0.038293,0.111759,0.8059,-0.003668,0.162032,0.9483,-0.044965,0.125764,0.7414,0.101311,0.07382,0.5707,0.000977,0.165659,0.9201,0.003297,0.167398,0.9057,-0.013663,0.168386,0.8732,0.044795,0.142859,0.8038,-0.001247,0.164144,0.9129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DOGS/coverr-yphv71PfGm__golden-retriever-chewing-a-toy/coverr-yphv71PfGm__golden-retriever-chewing-a-toy_t0_000115.jpg,mafin,golden retriever,neutral,-0.114337,-0.109218,0.7978,0.138885,-0.206263,0.9166,-0.109038,-0.047959,0.7647,0.176423,-0.139336,0.8665,-0.078153,0.029589,0.8142,0.192022,-0.06252,0.8763,-0.108404,0.109472,0.944,0.272065,-0.000522,0.9764,-0.114969,0.028473,0.9031,0.295289,-0.096849,0.58,-0.133921,-0.045481,0.8455,0.236296,-0.182552,0.572,-0.122722,-0.117945,0.9464,0.15423,-0.239494,0.8277,-0.061037,-0.132912,0.7635,-0.024534,-0.146432,0.8365,-0.068356,-0.051728,0.95,0.027296,-0.092912,0.9313,-0.09437,-0.04785,0.9514,0.072676,-0.114858,0.945,-0.083799,-0.05968,0.9668,0.042785,-0.114516,0.9793,-0.080095,-0.040606,0.9526,0.055718,-0.093882,0.9761,-0.023149,0.006588,0.9724,-0.035778,0.069164,0.9569,-0.06442,0.079938,0.9518,0.003195,0.068416,0.8967,-0.04967,0.015485,0.8804,0.00873,0.00728,0.8283,-0.068926,-0.012839,1.0252,0.071656,-0.053413,0.8461,-0.032792,0.104103,0.9591,-0.062882,0.109244,0.9597,0.011774,0.098311,0.95,-0.022176,0.1298,1.0167,-0.072366,0.112172,0.8172,0.062856,0.092252,0.5793,-0.018704,0.137645,0.9635,-0.079138,0.111105,0.7071,0.12885,0.071703,0.9046,-0.017099,0.14247,0.9204,-0.016578,0.14522,0.9104,-0.05318,0.145021,0.9067,0.072557,0.142266,0.7627,-0.017818,0.140194,0.9464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-yphv71PfGm__golden-retriever-chewing-a-toy/coverr-yphv71PfGm__golden-retriever-chewing-a-toy_t0_000253.jpg,mafin,golden retriever,neutral,-0.119701,-0.094992,0.8656,0.146278,-0.20852,0.9032,-0.104542,-0.018771,0.5193,0.181505,-0.135293,0.8853,-0.079003,0.038007,0.7069,0.189119,-0.045459,0.7578,-0.085254,0.087867,0.7361,0.26413,0.024416,0.9822,-0.107939,0.038348,0.7561,0.292216,-0.076838,0.4627,-0.132561,-0.017332,0.6715,0.264579,-0.174508,0.525,-0.126699,-0.102354,0.8847,0.161196,-0.236032,0.887,-0.065004,-0.130492,0.743,-0.02801,-0.146799,0.7905,-0.070574,-0.047682,0.9479,0.027067,-0.102392,0.9346,-0.098929,-0.042491,0.9693,0.075665,-0.130086,0.9468,-0.088243,-0.05507,0.9999,0.043295,-0.128391,0.9932,-0.082599,-0.035299,0.9798,0.057257,-0.106518,0.9694,-0.028589,-0.001288,0.9026,-0.048101,0.061582,0.9314,-0.071075,0.075425,0.9043,-0.010171,0.054577,0.8777,-0.052296,0.010692,0.8975,0.00063,-0.003988,0.7846,-0.070015,-0.008966,0.9051,0.07187,-0.066729,0.8099,-0.04295,0.097666,0.9592,-0.069861,0.106377,0.9639,-0.00024,0.083092,0.9396,-0.027531,0.125854,0.9453,-0.07281,0.118947,0.8754,0.0572,0.075748,0.5984,-0.019053,0.138169,0.983,-0.073252,0.125411,0.7685,0.135529,0.065883,0.8498,-0.015663,0.144258,0.8685,-0.014034,0.148226,0.7769,-0.045246,0.158248,0.9171,0.072684,0.129784,0.7632,-0.017052,0.141024,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
