pair_key,source_video,emotion,n_active,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/segment_long_5596932_80/segment_long_5596932_80_t0_000032.jpg,segment_long_5596932_80,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/dogfacecloseup_7609554167161441567/dogfacecloseup_7609554167161441567_t0_000146.jpg,dogfacecloseup_7609554167161441567,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,0,0
neutral/dogfacecloseup_7609554167161441567/dogfacecloseup_7609554167161441567_t0_002190.jpg,dogfacecloseup_7609554167161441567,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0
DOGS/mixkit-1498__a-man-walks-with-his-dog-in-a-creek-on/mixkit-1498__a-man-walks-with-his-dog-in-a-creek-on_t0_000235.jpg,mixkit-1498__a-man-walks-with-his-dog-in-a-creek-on,neutral,1,0,0,0,0,0,0,,0,,,,0,0,0,0,0,,0,0,1,
DOGS/mixkit-1498__a-man-walks-with-his-dog-in-a-creek-on/mixkit-1498__a-man-walks-with-his-dog-in-a-creek-on_t0_000205.jpg,mixkit-1498__a-man-walks-with-his-dog-in-a-creek-on,neutral,1,0,,0,0,0,0,,0,,,,0,0,0,0,0,,0,0,1,
DOGS/mixkit-33643__little-dog-wearing-a-mask/mixkit-33643__little-dog-wearing-a-mask_t0_000145.jpg,mixkit-33643__little-dog-wearing-a-mask,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-33643__little-dog-wearing-a-mask/mixkit-33643__little-dog-wearing-a-mask_t0_000070.jpg,mixkit-33643__little-dog-wearing-a-mask,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stock/magnific-2844008/magnific-2844008_t0_000697.jpg,magnific-2844008,neutral,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0
stock/magnific-2844008/magnific-2844008_t1_000731.jpg,magnific-2844008,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
stock/magnific-172858/magnific-172858_t0_000185.jpg,magnific-172858,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stock/magnific-172858/magnific-172858_t0_000005.jpg,magnific-172858,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stock/magnific-3544075/magnific-3544075_t0_000000.jpg,magnific-3544075,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
stock/magnific-3544075/magnific-3544075_t0_000025.jpg,magnific-3544075,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
neutral/youtube_dog wagging tail happy_nxx3Kx7-5Fo/youtube_dog wagging tail happy_nxx3Kx7-5Fo_t0_000714.jpg,youtube_dog wagging tail happy_nxx3Kx7-5Fo,neutral,1,0,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_nxx3Kx7-5Fo/youtube_dog wagging tail happy_nxx3Kx7-5Fo_t0_000663.jpg,youtube_dog wagging tail happy_nxx3Kx7-5Fo,neutral,1,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_000444/iawKNAvM0VM_000444_t1_000209.jpg,iawKNAvM0VM_000444,relaxed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0
tiktok_playlist_nareski/iawKNAvM0VM_000444/iawKNAvM0VM_000444_t1_000133.jpg,iawKNAvM0VM_000444,relaxed,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000547/4KrSIYTdmWM_000547_t0_000066.jpg,4KrSIYTdmWM_000547,neutral,1,0,,1,0,0,0,,0,,,,0,0,0,0,0,0,,,,0
tiktok_playlist_nareski/4KrSIYTdmWM_000547/4KrSIYTdmWM_000547_t0_000102.jpg,4KrSIYTdmWM_000547,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/OEwpV3mQW5w_000006/OEwpV3mQW5w_000006_t0_000240.jpg,OEwpV3mQW5w_000006,relaxed,1,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,1,0
tiktok_playlist_nareski/OEwpV3mQW5w_000006/OEwpV3mQW5w_000006_t0_000000.jpg,OEwpV3mQW5w_000006,neutral,0,0,0,,,,,0,,0,0,,0,0,0,,,0,0,0,,
tiktok_playlist_nareski/Q70PLBcX74E_000464/Q70PLBcX74E_000464_t0_000000.jpg,Q70PLBcX74E_000464,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tiktok_playlist_nareski/Q70PLBcX74E_000464/Q70PLBcX74E_000464_t0_000055.jpg,Q70PLBcX74E_000464,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/Anu7grUAFiQ_000148/Anu7grUAFiQ_000148_t0_000120.jpg,Anu7grUAFiQ_000148,neutral,1,0,0,0,0,0,,0,,0,0,0,,,1,0,,0,0,0,0,0
tiktok_playlist_nareski/Anu7grUAFiQ_000148/Anu7grUAFiQ_000148_t0_000156.jpg,Anu7grUAFiQ_000148,neutral,0,0,0,0,0,0,,0,,0,0,0,0,,,0,,0,0,0,0,0
DOGS/coverr-rKa8aH0jFk__two-dogs-playing-together/coverr-rKa8aH0jFk__two-dogs-playing-together_t2_000050.jpg,coverr-rKa8aH0jFk__two-dogs-playing-together,relaxed,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0
DOGS/coverr-rKa8aH0jFk__two-dogs-playing-together/coverr-rKa8aH0jFk__two-dogs-playing-together_t3_000175.jpg,coverr-rKa8aH0jFk__two-dogs-playing-together,neutral,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/dogemotions_7668337537303235847/dogemotions_7668337537303235847_t0_000072.jpg,dogemotions_7668337537303235847,neutral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/dogexpressions_7615693921124928786/dogexpressions_7615693921124928786_t0_000344.jpg,dogexpressions_7615693921124928786,neutral,1,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,1,0,0
DOGS/pixabay_84757/pixabay_84757_t0_000196.jpg,pixabay_84757,neutral,1,0,0,0,,0,,0,,0,0,0,1,0,,0,,0,0,0,0,0
DOGS/dog_11534028/dog_11534028_t1_000275.jpg,dog_11534028,relaxed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/dogmood_7664699003539426568/dogmood_7664699003539426568_t2_000112.jpg,dogmood_7664699003539426568,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_10914656/dog_10914656_t4_000360.jpg,dog_10914656,neutral,1,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-33155__dog-sitting-on-the-grass-waiting-for-its-owner/mixkit-33155__dog-sitting-on-the-grass-waiting-for-its-owner_t0_000175.jpg,mixkit-33155__dog-sitting-on-the-grass-waiting-for-its-owner,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
relaxed/dogemotions_7509853272363109688/dogemotions_7509853272363109688_t0_000369.jpg,dogemotions_7509853272363109688,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0
neutral/youtube_dog facial expression closeup_51vY_a82ATc/youtube_dog facial expression closeup_51vY_a82ATc_t0_000210.jpg,youtube_dog facial expression closeup_51vY_a82ATc,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0
neutral/youtube_cute dog face closeup_9nGiJG8Uido/youtube_cute dog face closeup_9nGiJG8Uido_t0_000000.jpg,youtube_cute dog face closeup_9nGiJG8Uido,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/403iWGKR35E_000158/403iWGKR35E_000158_t0_000370.jpg,403iWGKR35E_000158,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1
tiktok_playlist_nareski/6L2wvfZL1X8_000000/6L2wvfZL1X8_000000_t0_000054.jpg,6L2wvfZL1X8_000000,neutral,1,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/DV7Hk3NU4To_000247/DV7Hk3NU4To_000247_t0_000072.jpg,DV7Hk3NU4To_000247,neutral,1,0,0,0,,0,,,,,,,0,0,0,,0,,,0,1,0
tiktok_playlist_nareski/5zCvEu2S10E_000099/5zCvEu2S10E_000099_t0_000128.jpg,5zCvEu2S10E_000099,neutral,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/rgLZxdHaOcE_001916/rgLZxdHaOcE_001916_t0_000180.jpg,rgLZxdHaOcE_001916,relaxed,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,,0,0,0,0,0
tiktok_playlist_nareski/cLDrSXhhPO8_000176/cLDrSXhhPO8_000176_t0_000036.jpg,cLDrSXhhPO8_000176,neutral,1,0,1,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/D0ZJr8cAUHg_000548/D0ZJr8cAUHg_000548_t0_000260.jpg,D0ZJr8cAUHg_000548,neutral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/du1L5um2mJ0_000133/du1L5um2mJ0_000133_t0_000162.jpg,du1L5um2mJ0_000133,neutral,1,0,0,0,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4582454/dog_4582454_t0_000258.jpg,dog_4582454,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/coverr-duyz3Wt67M__a-man-walks-with-an-australian-shepherd-in-the-park/coverr-duyz3Wt67M__a-man-walks-with-an-australian-shepherd-in-the-park_t0_000000.jpg,coverr-duyz3Wt67M__a-man-walks-with-an-australian-shepherd-in-the-park,neutral,1,0,,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0
DOGS/mixkit-33011__hungry-and-thirsty-stray-dog/mixkit-33011__hungry-and-thirsty-stray-dog_t0_000264.jpg,mixkit-33011__hungry-and-thirsty-stray-dog,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DOGS/dog_5229586/dog_5229586_t0_000190.jpg,dog_5229586,neutral,1,0,0,1,0,0,0,0,0,0,0,,,0,,0,,0,0,,0,0
DOGS/pixabay_63209/pixabay_63209_t0_000336.jpg,pixabay_63209,neutral,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,,,0,0,,
fearful/dogemotions_7584635634485054751/dogemotions_7584635634485054751_t0_000816.jpg,dogemotions_7584635634485054751,neutral,1,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,1,0,0
DOGS/mixkit-50656__a-canine-border-collie-hi-five-the-human-hand/mixkit-50656__a-canine-border-collie-hi-five-the-human-hand_t0_000100.jpg,mixkit-50656__a-canine-border-collie-hi-five-the-human-hand,neutral,1,0,0,0,1,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0
DOGS/dog_35419113/dog_35419113_t0_000250.jpg,dog_35419113,fearful,1,0,,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0
DOGS/dog_7515906/dog_7515906_t0_000024.jpg,dog_7515906,neutral,1,0,0,0,0,1,,0,,0,0,0,0,0,0,,0,0,0,0,,0
DOGS/dog_3725513/dog_3725513_t4_000552.jpg,dog_3725513,neutral,1,,0,0,1,,0,0,0,0,0,0,0,,,0,0,,,0,,
DOGS/dog_7677288/dog_7677288_t0_000018.jpg,dog_7677288,neutral,1,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,1,0
DOGS/dog_7684121/dog_7684121_t1_000430.jpg,dog_7684121,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stock/magnific-176235/magnific-176235_t0_000203.jpg,magnific-176235,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
relaxed/youtube_surprised dog face_J67E6cNVcg8/youtube_surprised dog face_J67E6cNVcg8_t2_000437.jpg,youtube_surprised dog face_J67E6cNVcg8,relaxed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/Mste1BpEu2c_000254/Mste1BpEu2c_000254_t1_000200.jpg,Mste1BpEu2c_000254,neutral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/_3Fam0DwCYY_000360/_3Fam0DwCYY_000360_t1_000252.jpg,_3Fam0DwCYY_000360,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tiktok_playlist_nareski/WX1hn4-lkM0_000151/WX1hn4-lkM0_000151_t0_000189.jpg,WX1hn4-lkM0_000151,relaxed,1,0,1,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0
tiktok_playlist_nareski/fIUKENwSnEw_000500/fIUKENwSnEw_000500_t0_000000.jpg,fIUKENwSnEw_000500,neutral,1,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,1,0
tiktok_playlist_nareski/iawKNAvM0VM_001496/iawKNAvM0VM_001496_t1_000182.jpg,iawKNAvM0VM_001496,relaxed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_002076/iawKNAvM0VM_002076_t1_000340.jpg,iawKNAvM0VM_002076,neutral,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
tiktok_playlist_nareski/13F3FFpKs5s_000267/13F3FFpKs5s_000267_t0_000070.jpg,13F3FFpKs5s_000267,neutral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/du1L5um2mJ0_000485/du1L5um2mJ0_000485_t0_000684.jpg,du1L5um2mJ0_000485,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0
tiktok_playlist_nareski/cLDrSXhhPO8_000240/cLDrSXhhPO8_000240_t0_000096.jpg,cLDrSXhhPO8_000240,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tiktok_playlist_nareski/cLDrSXhhPO8_000489/cLDrSXhhPO8_000489_t0_000070.jpg,cLDrSXhhPO8_000489,neutral,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0
tiktok_playlist_nareski/cLDrSXhhPO8_001915/cLDrSXhhPO8_001915_t2_000090.jpg,cLDrSXhhPO8_001915,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
tiktok_playlist_nareski/Gy41-BFcRDQ_000306/Gy41-BFcRDQ_000306_t0_000150.jpg,Gy41-BFcRDQ_000306,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tiktok_playlist_nareski/cLDrSXhhPO8_000450/cLDrSXhhPO8_000450_t0_000294.jpg,cLDrSXhhPO8_000450,neutral,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/13F3FFpKs5s_000244/13F3FFpKs5s_000244_t0_000098.jpg,13F3FFpKs5s_000244,neutral,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,,0
DOGS/dog_34688824/dog_34688824_t0_000252.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000279.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000423.jpg,dog_34688824,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000348.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000189.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000058.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000261.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000045.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000216.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000009.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000072.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000306.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000108.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34688824/dog_34688824_t0_000145.jpg,dog_34688824,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000234.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000288.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000270.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000261.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000060.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000000.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000369.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000396.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000441.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000315.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000342.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000150.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_30318269/dog_30318269_t0_000054.jpg,dog_30318269,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000187.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000154.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000220.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000451.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000270.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000420.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000275.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000418.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000180.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000385.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000484.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000000.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_155621/pixabay_155621_t0_000121.jpg,pixabay_155621,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875219/dog_27875219_t0_000450.jpg,dog_27875219,submission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_27875219/dog_27875219_t0_000170.jpg,dog_27875219,neutral,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0
DOGS/dog_27875219/dog_27875219_t0_000460.jpg,dog_27875219,submission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_27875219/dog_27875219_t0_000430.jpg,dog_27875219,submission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_27875219/dog_27875219_t0_000360.jpg,dog_27875219,submission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_27875219/dog_27875219_t0_000380.jpg,dog_27875219,submission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_27875219/dog_27875219_t0_000210.jpg,dog_27875219,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
DOGS/dog_27875219/dog_27875219_t0_000200.jpg,dog_27875219,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875219/dog_27875219_t0_000230.jpg,dog_27875219,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875219/dog_27875219_t0_000260.jpg,dog_27875219,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875219/dog_27875219_t0_000310.jpg,dog_27875219,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_27875219/dog_27875219_t0_000340.jpg,dog_27875219,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000000.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000056.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000280.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000304.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000328.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000352.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000256.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000253.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000232.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000208.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887568_23/segment_long_19887568_23_t0_000032.jpg,segment_long_19887568_23,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000225.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000072.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000099.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000025.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
